bucket	count
4177248169415	2325551
8354496338831	1464700
12531744508246	295132
16708992677662	262702
20886240847078	125137
25063489016493	24558
29240737185909	112281
33417985355325	38094
37595233524740	842429
41772481694156	1353976
45949729863572	257058
50126978032987	84409
54304226202403	121972
58481474371819	20060
62658722541234	28543
66835970710650	51357
71013218880066	1124089
75190467049481	814757
79367715218897	1034819
83544963388313	134341
87722211557728	91902
91899459727144	78345
96076707896559	39203
100253956065975	42948
104431204235391	245211
108608452404806	185307
112785700574222	197381
116962948743638	52779
121140196913053	27480
125317445082469	22061
129494693251885	12298
133671941421300	12976
137849189590716	7872
142026437760132	233878
146203685929547	117042
150380934098963	34985
154558182268379	21984
158735430437794	13059
162912678607210	2803
167089926776626	9941
171267174946041	4886
175444423115457	115744
179621671284873	137971
183798919454288	38839
187976167623704	13380
192153415793119	19214
196330663962535	4654
200507912131951	5132
204685160301366	7176
208862408470782	84571
213039656640198	52219
217216904809613	85030
221394152979029	16107
225571401148445	11563
229748649317860	9239
233925897487276	4542
238103145656692	3907
242280393826107	13897
246457641995523	16371
250634890164939	16012
254812138334354	7893
258989386503770	3334
263166634673186	1834
267343882842601	1613
271521131012017	1669
275698379181432	764
279875627350848	59280
284052875520264	52907
288230123689679	15753
292407371859095	14242
296584620028511	7363
300761868197926	1891
304939116367342	4590
309116364536758	2674
313293612706173	54198
317470860875589	64449
321648109045005	27054
325825357214420	8195
330002605383836	6419
334179853553252	2352
338357101722667	2357
342534349892083	3910
346711598061499	27919
350888846230914	17947
355066094400330	27118
359243342569746	5796
363420590739161	3492
367597838908577	3150
371775087077992	2231
375952335247408	1968
380129583416824	501034
384306831586239	1044649
388484079755655	742393
392661327925071	213225
396838576094486	96285
401015824263902	56551
405193072433318	23271
409370320602733	49805
413547568772149	19842
417724816941565	827246
421902065110980	795701
426079313280396	173069
430256561449812	86138
434433809619227	56112
438611057788643	13503
442788305958059	28954
446965554127474	25365
451142802296890	731273
455320050466305	765241
459497298635721	463277
463674546805137	78715
467851794974552	66879
472029043143968	32188
476206291313384	23508
480383539482799	29645
484560787652215	193572
488738035821631	159229
492915283991046	173424
497092532160462	45841
501269780329878	18852
505447028499293	15755
509624276668709	12129
513801524838125	10580
517978773007540	38602
522156021176956	125184
526333269346372	68291
530510517515787	22018
534687765685203	13225
538865013854618	7345
543042262024034	2697
547219510193450	6683
551396758362865	3119
555574006532281	84225
559751254701697	80306
563928502871112	23202
568105751040528	9103
572282999209944	10883
576460247379359	2820
580637495548775	3937
584814743718191	4290
588991991887606	48278
593169240057022	37796
597346488226438	38831
601523736395853	7448
605700984565269	5701
609878232734685	5328
614055480904100	2720
618232729073516	2338
622409977242932	11976
626587225412347	11909
630764473581763	10032
634941721751178	7087
639118969920594	2130
643296218090010	1262
647473466259425	1669
651650714428841	950
655827962598257	463
660005210767672	48669
664182458937088	25541
668359707106504	9682
672536955275919	8324
676714203445335	3500
680891451614751	1277
685068699784166	3338
689245947953582	1246
693423196122998	33787
697600444292413	45404
701777692461829	13697
705954940631245	4756
710132188800660	4088
714309436970076	1217
718486685139492	1628
722663933308907	2636
726841181478323	16619
731018429647738	11170
735195677817154	15011
739372925986570	3048
743550174155985	1970
747727422325401	1753
751904670494817	1149
756081918664232	1173
760259166833648	1083357
764436415003064	919092
768613663172479	707058
772790911341895	274291
776968159511311	89630
781145407680726	59428
785322655850142	43474
789499904019558	44247
793677152188973	19847
797854400358389	1243282
802031648527805	600252
806208896697220	189873
810386144866636	115364
814563393036051	45207
818740641205467	13999
822917889374883	46463
827095137544298	17932
831272385713714	797719
835449633883130	945364
839626882052545	291363
843804130221961	85969
847981378391377	81495
852158626560792	25521
856335874730208	29314
860513122899624	33360
864690371069039	179026
868867619238455	133702
873044867407871	176451
877222115577286	39685
881399363746702	20673
885576611916118	17250
889753860085533	12031
893931108254949	11510
898108356424365	61424
902285604593780	112837
906462852763196	90619
910640100932611	33928
914817349102027	16775
918994597271443	8832
923171845440858	4477
927349093610274	7380
931526341779690	3376
935703589949105	108643
939880838118521	77499
944058086287937	25394
948235334457352	13880
952412582626768	9308
956589830796184	3132
960767078965599	5425
964944327135015	3789
969121575304431	58856
973298823473846	52484
977476071643262	28745
981653319812678	8502
985830567982093	8007
990007816151509	3515
994185064320924	2899
998362312490340	2552
1002539560659756	17436
1006716808829171	13185
1010894056998587	14374
1015071305168003	6160
1019248553337418	2289
1023425801506834	1765
1027603049676250	1825
1031780297845665	955
1035957546015081	12461
1040134794184497	45844
1044312042353912	26543
1048489290523328	13038
1052666538692744	7614
1056843786862159	3432
1061021035031575	2077
1065198283200991	3705
1069375531370406	1272
1073552779539822	46215
1077730027709237	41039
