bucket	count
4177248169415	58119911
8354496338831	34555468
12531744508246	11306965
16708992677662	11256216
20886240847078	5658806
25063489016493	1930606
29240737185909	5870546
33417985355325	2539853
37595233524740	24221018
41772481694156	36891335
45949729863572	10985722
50126978032987	5062316
54304226202403	6150782
58481474371819	1623674
62658722541234	2018134
66835970710650	3181484
71013218880066	26099000
75190467049481	22621901
79367715218897	26333908
83544963388313	6248936
87722211557728	4229907
91899459727144	3940937
96076707896559	2317571
100253956065975	2206244
104431204235391	8535678
108608452404806	8845627
112785700574222	7385483
116962948743638	3236504
121140196913053	1578589
125317445082469	1196684
129494693251885	893650
133671941421300	879530
137849189590716	581019
142026437760132	10925592
146203685929547	6083003
150380934098963	2143621
154558182268379	1855088
158735430437794	853171
162912678607210	267871
167089926776626	810540
171267174946041	401683
175444423115457	5136512
179621671284873	6615268
183798919454288	2199558
187976167623704	862679
192153415793119	1241750
196330663962535	389416
200507912131951	407340
204685160301366	521785
208862408470782	3902573
213039656640198	3118521
217216904809613	4011544
221394152979029	933297
225571401148445	770020
229748649317860	718018
233925897487276	351868
238103145656692	313041
242280393826107	1142716
246457641995523	1445661
250634890164939	1240985
254812138334354	603048
258989386503770	310273
263166634673186	186138
267343882842601	174292
271521131012017	149968
275698379181432	79922
279875627350848	3887973
284052875520264	3292098
288230123689679	1079700
292407371859095	973846
296584620028511	587416
300761868197926	194901
304939116367342	448318
309116364536758	249203
313293612706173	2816595
317470860875589	3379687
321648109045005	1548323
325825357214420	563417
330002605383836	498222
334179853553252	204880
338357101722667	205714
342534349892083	331885
346711598061499	1822859
350888846230914	1447611
355066094400330	1787616
359243342569746	430213
363420590739161	290417
367597838908577	249619
371775087077992	176211
375952335247408	176986
380129583416824	11923764
384306831586239	31433791
388484079755655	21547114
392661327925071	9809199
396838576094486	5627350
401015824263902	3244684
405193072433318	1903336
409370320602733	3072021
413547568772149	1519602
417724816941565	26204044
421902065110980	27878146
426079313280396	8654658
430256561449812	5817166
434433809619227	3805533
438611057788643	1252324
442788305958059	2084774
446965554127474	2056823
451142802296890	19876997
455320050466305	23428341
459497298635721	16669842
463674546805137	4806408
467851794974552	3756060
472029043143968	2265791
476206291313384	1678840
480383539482799	1843331
484560787652215	7428978
488738035821631	7474126
492915283991046	7119755
497092532160462	2825867
501269780329878	1232349
505447028499293	994688
509624276668709	803582
513801524838125	685462
517978773007540	1868789
522156021176956	7855235
526333269346372	4354351
530510517515787	1903059
534687765685203	1488053
538865013854618	565468
543042262024034	269833
547219510193450	563195
551396758362865	284994
555574006532281	4425149
559751254701697	4888886
563928502871112	1551988
568105751040528	746439
572282999209944	850287
576460247379359	259420
580637495548775	331958
584814743718191	366402
588991991887606	2723344
593169240057022	2428803
597346488226438	2415273
601523736395853	562286
605700984565269	451334
609878232734685	457058
614055480904100	232830
618232729073516	189838
622409977242932	1039085
626587225412347	1110663
630764473581763	927653
634941721751178	546479
639118969920594	202322
643296218090010	126829
647473466259425	170438
651650714428841	94304
655827962598257	60091
660005210767672	3197379
664182458937088	1797889
668359707106504	671988
672536955275919	704963
676714203445335	283830
680891451614751	121906
685068699784166	324992
689245947953582	131704
693423196122998	2012327
697600444292413	2897592
701777692461829	860053
705954940631245	425946
710132188800660	362997
714309436970076	110498
718486685139492	148297
722663933308907	239150
726841181478323	1315847
731018429647738	1108216
735195677817154	1272714
739372925986570	271080
