0	353938658
1	381018505
2	299764880
3	238958098
4	206572195
5	181950330
6	143980216
7	138126203
8	135877688
9	118105502
10	92219493
11	63454000
12	57239789
13	27499876
14	34675350
15	5188870
16	353228939
17	420758100
18	289899530
19	213548291
20	202677827
21	183912824
22	143734402
23	144127347
24	142725273
25	124200002
26	93118208
27	69452032
28	59334438
29	30424732
30	31798179
31	6754760
32	278177299
33	288812870
34	272602798
35	185215856
36	165764871
37	147016482
38	107987560
39	127090714
40	97003871
41	107059277
42	68199419
43	54659615
44	45943754
45	25361619
46	23245035
47	4413998
48	219084740
49	217331216
50	193982952
51	195518892
52	140759213
53	126410434
54	89054499
55	98157522
56	82398783
57	65107677
58	52667288
59	38717207
60	33303873
61	19939165
62	18855901
63	3697131
64	216965163
65	219298350
66	184484158
67	146703243
68	143370777
69	108416832
70	89324268
71	85066000
72	78947247
73	65432357
74	56513469
75	39351295
76	32218870
77	16915276
78	20872492
79	2861013
80	177442522
81	160512328
82	131460932
83	107143578
84	110890402
85	98879046
86	67422503
87	68328137
88	51215129
89	49140999
90	48881969
91	36317003
92	27710147
93	17153432
94	16269202
95	2821137
96	137889918
97	145174556
98	113664947
99	92229547
100	87109598
101	82551314
102	61748151
103	51397139
104	62537363
105	42739077
106	35668973
107	26106213
108	21535527
109	11984156
110	12410566
111	1457988
112	129181855
113	144016183
114	127558683
115	87415355
116	76505229
117	61311890
118	51257714
119	77796877
120	50175803
121	47838311
122	32562502
123	24882959
124	25902312
125	12869522
126	11599892
127	3657675
128	125566902
129	137942884
130	111835844
131	91893405
132	85020937
133	70320418
134	53485559
135	47225281
136	78259210
137	36884862
138	34851854
139	23472586
140	21131923
141	10756829
142	10199495
143	1974731
144	103526348
145	129540787
146	109395001
147	62614720
148	61036433
149	49699119
150	46303955
151	46377238
152	40745812
153	57899618
154	22549251
155	21909366
156	17917543
157	8778279
158	8950837
159	3215572
160	94900989
161	97360224
162	75507973
163	53460506
164	55049363
165	50272769
166	36910016
167	30578616
168	29106690
169	26297006
170	28925735
171	20019442
172	14316406
173	8680643
174	10017150
175	1770755
176	66292697
177	72580562
178	54835654
179	36828800
180	35655742
181	32976300
182	25111044
183	28449357
184	22091031
185	22429078
186	20135585
187	16670906
188	10991829
189	5746058
190	9455054
191	1013768
192	53517663
193	56734353
194	41643684
195	31943209
196	30712355
197	27783050
198	20453648
199	25348120
200	23846335
201	14638246
202	14768119
203	11187404
204	14818156
205	5363578
206	6033335
207	1040852
208	31744349
209	31675807
210	22233591
211	16293039
212	16249322
213	12862017
214	10967789
215	13693631
216	8879796
217	9830300
218	7907619
219	5247814
220	5324465
221	3411552
222	2850934
223	508795
224	33158592
225	33875201
226	24966664
227	18289547
228	18254336
229	18417558
230	13415731
231	13800175
232	11160550
233	9572330
234	8957419
235	6569366
236	6068958
237	2736929
238	4865200
239	575740
240	0
241	0
242	0
243	0
244	0
245	0
246	0
247	0
248	0
249	0
250	0
251	0
252	0
253	0
254	0
255	0
256	346654774
257	353890624
258	260644176
259	199814949
260	194600597
261	152805171
262	133734847
263	126542845
264	125721496
265	121231413
266	87262588
267	65345982
268	48915154
269	27049833
270	30484414
271	6036475
272	373921814
273	460506333
274	236789499
275	188373767
276	202287425
277	172288890
278	145170794
279	123440367
280	128176624
281	116075530
282	95177463
283	74651716
284	52135625
285	32085813
286	32078904
287	8279209
288	275451734
289	237776501
290	212596952
291	139853679
292	152879612
293	117414559
294	91416181
295	95094543
296	76250007
297	95709247
298	67731560
299	52991580
300	34079071
301	23323957
302	21302695
303	5003354
304	201066159
305	177776067
306	136781619
307	140125906
308	121369126
309	103208621
310	75389554
311	71170304
312	61862652
313	54174940
314	47063213
315	32981952
316	23679068
317	16434854
318	15986728
319	3933170
320	202485108
321	192034083
322	148064310
323	116399251
324	127734734
325	85025651
326	83516849
327	70073236
328	69218618
329	62701580
330	50444463
331	39920409
332	25662721
333	16001360
334	17251224
335	3007879
336	155338545
337	172528272
338	119540143
339	93205836
340	100683176
341	102419317
342	67239835
343	65143029
344	43973632
345	60716173
346	44967253
347	36210607
348	24339409
349	17115613
350	14173240
351	3179630
352	141495801
353	133049356
354	88087072
355	76029123
356	83054929
357	68572188
358	61875353
359	40469023
360	53353135
361	37446331
362	36932384
363	26685046
364	17254882
365	11390590
366	12886603
367	1686125
368	143091414
369	124978561
370	90569190
371	70616717
372	77330267
373	57857617
374	47253277
375	65991280
376	46163397
377	44996244
378	35904322
379	27524159
380	20334133
381	14018954
382	10770388
383	4326403
384	101366576
385	119399322
386	92091770
387	68639946
388	66663169
389	54525984
390	45230539
391	39247055
392	44416631
393	32503752
394	28624363
395	21410887
396	16421747
397	9741922
398	8533599
399	2230199
400	126889660
401	119484325
402	92821880
403	58683638
404	67210432
405	49427183
406	48244024
407	43676860
408	39038496
409	57003482
410	27190653
411	26327770
412	16624900
413	10018977
414	9967608
415	4589986
416	88501632
417	92034537
418	67245814
419	43566729
420	49403350
421	43890899
422	35099966
423	27970060
424	25395829
425	29456335
426	24967255
427	20306512
428	12258653
429	7582804
430	10871060
431	1883571
432	72433872
433	70348169
434	51276116
435	32819235
436	37275660
437	34588020
438	26300010
439	26092989
440	21080216
441	22831409
442	22641684
443	17254709
444	10468188
445	6472613
446	6879972
447	1186757
448	52744467
449	52001683
450	33973361
451	26049684
452	28951607
453	24897126
454	19231630
455	20277342
456	20655248
457	13994023
458	15495179
459	11484234
460	10731725
461	4905414
462	5333870
463	1204685
464	33866761
465	32850621
466	21438625
467	14915968
468	17796221
469	12860247
470	12397737
471	13919659
472	8401270
473	10505831
474	8112801
475	6076586
476	4719319
477	3773536
478	2655147
479	655729
480	28192982
481	31894216
482	21530849
483	13985875
484	19347166
485	17041953
486	11830144
487	10452106
488	10193353
489	9158399
490	7938393
491	6206909
492	5250550
493	2711925
494	5740661
495	670904
496	0
497	0
498	0
499	0
500	0
501	0
502	0
503	0
504	0
505	0
506	0
507	0
508	0
509	0
510	0
511	0
512	278065017
513	285723296
514	229284226
515	168496576
516	159701584
517	118139022
518	109050283
519	104568532
520	97088840
521	102191083
522	68804693
523	51785191
524	39479043
525	20139774
526	24741998
527	4034431
528	272945930
529	282912022
530	195855977
531	143143401
532	151450556
533	122961837
534	101499327
535	90108368
536	91074365
537	85172328
538	69941242
539	52909780
540	37233712
541	22594607
542	25072679
543	4910583
544	234914221
545	199662080
546	222988449
547	131195636
548	135399108
549	97035908
550	78105749
551	81901923
552	69048379
553	76306579
554	58215939
555	43015208
556	29811482
557	19419757
558	17030550
559	4309418
560	169817558
561	144332089
562	128358986
563	126643400
564	107563268
565	78168387
566	60237483
567	60514383
568	51009238
569	43446323
570	40082767
571	28496296
572	20106038
573	13143695
574	13731283
575	2789624
576	170051292
577	154224907
578	133694080
579	96068611
580	107611655
581	64421075
582	67779420
583	61359992
584	53632724
585	53251793
586	41358514
587	30096400
588	21292411
589	12067302
590	15317408
591	2150450
592	126996771
593	133661027
594	107103012
595	76097006
596	80977310
597	69677546
598	58825040
599	55333118
600	36019381
601	49251105
602	34879297
603	28653455
604	19755627
605	13681083
606	12427939
607	2086071
608	112255031
609	99044051
610	77400721
611	62299756
612	65454490
613	49326817
614	53131191
615	34197979
616	41021541
617	30039974
618	28431682
619	20063989
620	13274548
621	8340599
622	10487845
623	1146744
624	115058533
625	91772937
626	81757940
627	58668908
628	60756537
629	40567178
630	34670962
631	48299174
632	32556199
633	31626016
634	29472472
635	21983092
636	16600282
637	10223598
638	9732077
639	2478077
640	80759100
641	94473261
642	83794929
643	60498304
644	54958828
645	41643896
646	37611072
647	32373943
648	34326117
649	26479381
650	21682907
651	15430673
652	12734723
653	7030501
654	6701216
655	1458554
656	94041703
657	87830394
658	76290908
659	45248016
660	51441307
661	34593441
662	31982398
663	31487851
664	26768650
665	40788888
666	20834799
667	19310177
668	12338812
669	6622637
670	7710313
671	2261598
672	72859433
673	74219491
674	58785533
675	37041167
676	41332344
677	32901444
678	29513081
679	23001236
680	19364175
681	22816434
682	20742206
683	16307458
684	10035858
685	5991364
686	7841433
687	1323937
688	56731458
689	53240619
690	42792907
691	26332360
692	30672327
693	24227265
694	20710445
695	20563117
696	16194624
697	19355386
698	16872448
699	14209004
700	8103479
701	5053236
702	6030560
703	774942
704	42051760
705	36902250
706	28727151
707	20517154
708	22485493
709	19253716
710	13716534
