database	alphabet	kmer size	seed shape	minimizer window	filtering	path	minimizer criterion	DB Index size
NR	Solis 15 S	12	111111111111	15		F:/Studium/Master/semester5/thesis/data/test_datasets/zymo_oral/assignment_kraken2_processed
